director,show_id,directing_style,active_years
Stanisław Różewicz,81168343,Drama,2010-Present
Gabriele Muccino,70044605,Drama,2010-Present
Igor Kovalyov,18021979,Drama,2010-Present
Krzysztof Zanussi,81168344,Drama,2010-Present
Noah Baumbach,70020750,Drama,2010-Present
Robert Schwentke,70105596,Drama,2010-Present
Danny Boyle,60037022,Drama,2010-Present
Wolfgang Petersen,60034571,Drama,2010-Present
Paul Feig,70053456,Drama,2010-Present
Alex Smith,80173150,Drama,2010-Present
Antoni Krauze,81168341,Drama,2010-Present
Stanisław Różewicz,81168346,Drama,2010-Present
Simranjit Singh Hundal,80137461,Drama,2010-Present
Justin G. Dyck,81012857,Drama,2010-Present
Ram Gopal Varma,70123116,Drama,2010-Present
N. Linguswamy,80190101,Drama,2010-Present
Deep Joshi,81024712,Drama,2010-Present
Antoine Fuqua,70112494,Drama,2010-Present
John Curran,80215922,Drama,2010-Present
Rakeysh Omprakash Mehra,70113306,Drama,2010-Present
Anurag Kashyap,70113305,Drama,2010-Present
Manjeet Maan,80032472,Drama,2010-Present
Shagufta Rafique,81024703,Drama,2010-Present
Shakun Batra,70181653,Drama,2010-Present
Andrew Renzi,80048200,Drama,2010-Present
Tinu Pappachan,81025884,Drama,2010-Present
Amitoj Mann,80032474,Drama,2010-Present
Amarpreet G S Chabbra,80032476,Drama,2010-Present
Paresh Mokashi,70127589,Drama,2010-Present
Anurag Basu,80104130,Drama,2010-Present
Rohit Jugraj,80032473,Drama,2010-Present
Ashutosh Gowariker,70090035,Drama,2010-Present
Atharv Baluja,81024713,Drama,2010-Present
Vishal Bhardwaj,70117268,Drama,2010-Present
Leslie Small,70211216,Drama,2010-Present
Shannon Hartman,70140322,Drama,2010-Present
Rohit Jugraj,81024696,Drama,2010-Present
Shashanka Ghosh,70303428,Drama,2010-Present
Steve Greenwood,81012407,Drama,2010-Present
Puneet Sira,70125882,Drama,2010-Present
Aziz Mirza,70101039,Drama,2010-Present
Renzil D'Silva,70123121,Drama,2010-Present
Smeep Kang,80152182,Drama,2010-Present
Sameer Sharma,70229042,Drama,2010-Present
Chandan Arora,70042756,Drama,2010-Present
Baljit Singh Deo,80187618,Drama,2010-Present
Amitoj Mann,81024704,Drama,2010-Present
Jennifer Peedom,80221498,Drama,2010-Present
Mysskin,70229047,Drama,2010-Present
Rajan Madhav,70229555,Drama,2010-Present
Raaghav Dar,70213515,Drama,2010-Present
Ishi Rudell,81018563,Drama,2010-Present
Ishi Rudell,81018565,Drama,2010-Present
David Lee Miller,70114948,Drama,2010-Present
Thiru,80190103,Drama,2010-Present
Amit Saxena,81024729,Drama,2010-Present
Pankaj Batra,80032477,Drama,2010-Present
Jaivi Dhanda,81024711,Drama,2010-Present
Suman Ghosh,81025908,Drama,2010-Present
Kabir Khan,70303495,Drama,2010-Present
Akshay Akkineni,70303429,Drama,2010-Present
Nidhi Sharma,80084768,Drama,2010-Present
Mastan Alibhai Burmawalla,70096752,Drama,2010-Present
Abbas Alibhai Burmawalla,70229046,Drama,2010-Present
Vipin Parashar,80084767,Drama,2010-Present
Vikram Pradhan,81024701,Drama,2010-Present
Vijay,70229048,Drama,2010-Present
Eduardo Chauvet,80995576,Drama,2010-Present
Sundar C.,70292836,Drama,2010-Present
Sartaj Singh Pannu,80141767,Drama,2010-Present
Vikramaditya Motwane,70139542,Drama,2010-Present
James McTeigue,70039175,Drama,2010-Present
N. Linguswamy,70225597,Drama,2010-Present
Ayaan Mukherji,70123119,Drama,2010-Present
Sidharth Malhotra,70150437,Drama,2010-Present
Saket Behl,80084667,Drama,2010-Present
Kevin Smith,70099118,Drama,2010-Present
Anjum Shahzad,81024705,Drama,2010-Present
Geun-hyun Cho,80198771,Drama,2010-Present
Christian Desmares,80062096,Drama,2010-Present
Kyran Kelly,70291096,Drama,2010-Present
Adam Wood,70130483,Drama,2010-Present
Zeke Norton,80031038,Drama,2010-Present
Karen J. Lloyd,80065930,Drama,2010-Present
Andrew Tan,80112370,Drama,2010-Present
William Lau,70165189,Drama,2010-Present
Ezekiel Norton,70197459,Drama,2010-Present
Conrad Helten,80095193,Drama,2010-Present
Ezekiel Norton,70246439,Drama,2010-Present
Conrad Helten,80158155,Drama,2010-Present
Alê Abreu,80063617,Drama,2010-Present
Carlos Therón,80202503,Drama,2010-Present
Francesco Carrozzini,80147971,Drama,2010-Present
Noah Baumbach,70257412,Drama,2010-Present
Vlad Yudin,80172937,Drama,2010-Present
Karen J. Lloyd,80118280,Drama,2010-Present
Benjamin Turner,80135360,Drama,2010-Present
Steve Race,70286355,Drama,2010-Present
Brett Harvey,80150246,Drama,2010-Present
Roger Allers,80017272,Drama,2010-Present
Keiichi Hara,80075828,Drama,2010-Present
William Lau,80095089,Drama,2010-Present
Audu Paden,80208176,Drama,2010-Present
Claude Barras,80116741,Drama,2010-Present
Jean-Loup Felicioli,80063290,Drama,2010-Present
Toa Fraser,80162195,Drama,2010-Present
Vibeke Idsøe,80106036,Drama,2010-Present
Chan-sang Lim,80198687,Drama,2010-Present
Kyoko Miyake,80163353,Drama,2010-Present
Carlos Algara,80162246,Drama,2010-Present
Stephen Donnelly,80112371,Drama,2010-Present
Mikhil Musale,80208413,Drama,2010-Present
Riccardo Pilizzeri,80128277,Drama,2010-Present
Guilherme Fontes,80094453,Drama,2010-Present
Aamir Bashir,70153553,Drama,2010-Present
Alejandro Fernández Almendras,80098709,Drama,2010-Present
Álex de la Iglesia,80092849,Drama,2010-Present
Ishi Rudell,80107372,Drama,2010-Present
David Schalko,80138584,Drama,2010-Present
Pieter Kuijpers,80106138,Drama,2010-Present
Prashant Nair,80038288,Drama,2010-Present
Paul Taublieb,80109089,Drama,2010-Present
Riccardo Milani,80061797,Drama,2010-Present
Larry Elikann,70206821,Drama,2010-Present
Robert Markowitz,70206816,Drama,2010-Present
Eric Laneuville,60022914,Drama,2010-Present
Joel Oliansky,70206818,Drama,2010-Present
Roy Campanella II,70206819,Drama,2010-Present
Arthur Allan Seidelman,70206822,Drama,2010-Present
John Herzfeld,70206820,Drama,2010-Present
Buzz Kulik,70206823,Drama,2010-Present
Richard Michaels,70206824,Drama,2010-Present
Linda Otto,70206825,Drama,2010-Present
Roger Young,70206826,Drama,2010-Present
Vincent Kok,81029831,Drama,2010-Present
Fellipe Barbosa,80194289,Drama,2010-Present
Christian Zübert,80191219,Drama,2010-Present
David Mackenzie,80190859,Drama,2010-Present
David Palmer,70243445,Drama,2010-Present
Luke Snellin,80201542,Drama,2010-Present
Xavier Durringer,81079723,Drama,2010-Present
Jack C. Newell,81003058,Drama,2010-Present
Cecilia Atán,80236993,Drama,2010-Present
Gus Van Sant,80057565,Drama,2010-Present
Saratswadee Wongsomphet,81002596,Drama,2010-Present
Kirati Nakintanon,81002597,Drama,2010-Present
Antongiulio Panizzi,80148275,Drama,2010-Present
Pawan Kumar,80127886,Drama,2010-Present
Patricia Rozema,80080491,Drama,2010-Present
Trey Edward Shults,80046777,Drama,2010-Present
Christian Charles,60024976,Drama,2010-Present
Bronwen Hughes,80173002,Drama,2010-Present
Orlando von Einsiedel,80009431,Drama,2010-Present
Phillip Youmans,81092045,Drama,2010-Present
Zhang Yimou,81034600,Drama,2010-Present
John Ridley,80183783,Drama,2010-Present
Lucas Margutti,81209203,Drama,2010-Present
Neal Brennan,81058497,Drama,2010-Present
Azazel Jacobs,80167628,Drama,2010-Present
Jung Ji-woo,81165326,Drama,2010-Present
Leslie Small,81053961,Drama,2010-Present
Tejas Prabha Vijay Deoskar,81029848,Drama,2010-Present
Anees Bazmee,80204460,Drama,2010-Present
Jim Fall,70209267,Drama,2010-Present
Marita Grabiak,70306305,Drama,2010-Present
Jason Priestley,70262831,Drama,2010-Present
Neill Blomkamp,70113005,Drama,2010-Present
Noah Baumbach,70052286,Drama,2010-Present
Matt D'Avella,80114460,Drama,2010-Present
Parthiban,81206389,Drama,2010-Present
Morgan Matthews,80196135,Drama,2010-Present
Marcus Raboy,80117461,Drama,2010-Present
Kief Davidson,80117533,Drama,2010-Present
Luis Ara,81197050,Drama,2010-Present
Abhishek Sharma,81213894,Drama,2010-Present
John Schultz,80238204,Drama,2010-Present
Damien O’Connor,80230507,Drama,2010-Present
Joseduardo Giordano,80990725,Drama,2010-Present
Rudy Soedjarwo,81016327,Drama,2010-Present
Alice Rohrwacher,81004245,Drama,2010-Present
Kabir Bhatia,81033200,Drama,2010-Present
Nandita Das,81039383,Drama,2010-Present
Leena Yadav,81018377,Drama,2010-Present
Romain Gavras,81021528,Drama,2010-Present
Sebastián Hofmann,80991809,Drama,2010-Present
Heidi Brandenburg,80097475,Drama,2010-Present
John Luessenhop,70117294,Drama,2010-Present
Mike Disa,70117582,Drama,2010-Present
Pali Yahya,80163294,Drama,2010-Present
Mati Diop,81082007,Drama,2010-Present
Moses Inwang,81172754,Drama,2010-Present
Jérémy Clapin,81120982,Drama,2010-Present
Mandla Dube,81227195,Drama,2010-Present
Mike Ezuruonye,81172841,Drama,2010-Present
Cheta Chukwu,81172899,Drama,2010-Present
Roger Russell,81172908,Drama,2010-Present
Toka McBaror,81172901,Drama,2010-Present
Leslie Small,81033086,Drama,2010-Present
Frank Oz,60020826,Drama,2010-Present
Lu Yang,80226242,Drama,2010-Present
Edward Zwick,70101696,Drama,2010-Present
Basava Shankar Eeday,81194544,Drama,2010-Present
Prakash Satam,80995081,Drama,2010-Present
Elle-Máijá Tailfeathers,81177504,Drama,2010-Present
Martin Scorsese,80175798,Drama,2010-Present
Dante Lam,80239961,Drama,2010-Present
Shreyas Talpade,80219019,Drama,2010-Present
Seth Barrish,81062293,Drama,2010-Present
Steve Ball,80235524,Drama,2010-Present
Sanjiv Jaiswal,81215481,Drama,2010-Present
Marta Jaenes,81005044,Drama,2010-Present
Daniel Raim,80147529,Drama,2010-Present
Denny Lu,81018860,Drama,2010-Present
Luis Ara,80217495,Drama,2010-Present
María Jose Cuevas,80141787,Drama,2010-Present
Oz Rodriguez,80049871,Drama,2010-Present
Aleksandr Chernyaev,81218079,Drama,2010-Present
Robert Altman,60028294,Drama,2010-Present
Ric Roman Waugh,80125671,Drama,2010-Present
Cary Murnion,80174220,Drama,2010-Present
Jon Alpert,80126449,Drama,2010-Present
Ibai Abad,80103512,Drama,2010-Present
Charles A. Nichols,60020948,Drama,2010-Present
David Ayer,70235384,Drama,2010-Present
John Irvin,569355,Drama,2010-Present
Simon Wells,60022645,Drama,2010-Present
David Ayer,80225915,Drama,2010-Present
Julio Soto Gurpide,80196379,Drama,2010-Present
Julien Abraham,80198859,Drama,2010-Present
Tsutomu Mizushima,80159876,Drama,2010-Present
Nate Adams,81218074,Drama,2010-Present
Clay Kaytis,80199682,Drama,2010-Present
Barbra Streisand,80203522,Drama,2010-Present
Qaushiq Mukherjee,80107037,Drama,2010-Present
Chris Sparling,80077402,Drama,2010-Present
Qaushiq Mukherjee,80107219,Drama,2010-Present
Kathryn Bigelow,60023606,Drama,2010-Present
Monika Mitchell,81026188,Drama,2010-Present
Noah Baumbach,80080109,Drama,2010-Present
Fernando Colomo,80988835,Drama,2010-Present
Josh Wakely,80208104,Drama,2010-Present
Troy Miller,80134827,Drama,2010-Present
Jacob Kornbluth,80127558,Drama,2010-Present
Jon Gunn,80158084,Drama,2010-Present
Jan Suter,80124725,Drama,2010-Present
Anne Fontaine,70267398,Drama,2010-Present
Joshua Caldwell,80108983,Drama,2010-Present
Mike Judge,292118,Drama,2010-Present
Bruce W. Smith,70003046,Drama,2010-Present
Eva Orner,80221584,Drama,2010-Present
Craig Brewer,70053833,Drama,2010-Present
Àlex Pastor,70122722,Drama,2010-Present
KVR Mahendra,81217738,Drama,2010-Present
Andrew Jenks,80081990,Drama,2010-Present
Ivan Reitman,60004471,Drama,2010-Present
John Schlesinger,60022413,Drama,2010-Present
Akiva Schaffer,70058022,Drama,2010-Present
Andy Tennant,60022502,Drama,2010-Present
Juan Carlos Rulfo,80244683,Drama,2010-Present
Christian Ditter,80028357,Drama,2010-Present
Raj R,81217739,Drama,2010-Present
Sergio Leone,60031884,Drama,2010-Present
Jim Field Smith,70117289,Drama,2010-Present
Bruce McCulloch,28631236,Drama,2010-Present
Steven Spielberg,70121502,Drama,2010-Present
William Brent Bell,70215455,Drama,2010-Present
Hugh WIlson,506464,Drama,2010-Present
Sam Raimi,60003508,Drama,2010-Present
Neal Brennan,70105132,Drama,2010-Present
Robert Aldrich,60004083,Drama,2010-Present
Marco Schnabel,70087538,Drama,2010-Present
Francis Ford Coppola,1181661,Drama,2010-Present
Lasse Hallström,60011552,Drama,2010-Present
Oliver Stone,70044693,Drama,2010-Present
Jason Reitman,70173046,Drama,2010-Present
Raja Gosnell,70039187,Drama,2010-Present
David Fincher,70044686,Drama,2010-Present
Robert Vince,80989043,Drama,2010-Present
Rocky Soraya,81021831,Drama,2010-Present
Raditya Dika,81021832,Drama,2010-Present
David Paul Meyer,80239932,Drama,2010-Present
Savage Steve Holland,81214223,Drama,2010-Present
Savage Steve Holland,80027560,Drama,2010-Present
Troy Nixey,70135899,Drama,2010-Present
Scott McAboy,81215437,Drama,2010-Present
Raymie Muzquiz,81215438,Drama,2010-Present
Stephen Herek,81214187,Drama,2010-Present
Joe Menendez,80160987,Drama,2010-Present
Vince Marcello,81215439,Drama,2010-Present
David R. Ellis,70178618,Drama,2010-Present
Eric Bross,70292700,Drama,2010-Present
Will Eisenberg,81214214,Drama,2010-Present
Matheus Souza,81020531,Drama,2010-Present
Sara Dosa,80191051,Drama,2010-Present
Bradley Walsh,80242446,Drama,2010-Present
Orson Welles,80085566,Drama,2010-Present
Morgan Neville,80124722,Drama,2010-Present
Benjamin Ross,70243696,Drama,2010-Present
Stephen Hopkins,70243692,Drama,2010-Present
Steve Paley,81073633,Drama,2010-Present
Shannon Hartman,70230138,Drama,2010-Present
Leslie Iwerks,70083532,Drama,2010-Present
Na Hyeon,80177865,Drama,2010-Present
Jerry Seinfeld,80117534,Drama,2010-Present
Houda Benyamina,80115031,Drama,2010-Present
Jerry Rothwell,80029708,Drama,2010-Present
Kristin Hanggi,80079470,Drama,2010-Present
Joe Dante,70127998,Drama,2010-Present
Alex Zamm,80160759,Drama,2010-Present
Chris Smith,80209608,Drama,2010-Present
Tilak Shetty,80182622,Drama,2010-Present
Dee Rees,80175694,Drama,2010-Present
Glenn Miller,80016471,Drama,2010-Present
Nicolas Winding Refn,70189289,Drama,2010-Present
Timo Vuorensola,81132624,Drama,2010-Present
Robb Dipple,80013267,Drama,2010-Present
Sarah Gavron,80046819,Drama,2010-Present
Eli Roth,70293315,Drama,2010-Present
Daniel Goldhaber,80177400,Drama,2010-Present
Asri Bendacha,81037898,Drama,2010-Present
Fred Cavayé,81004099,Drama,2010-Present
Joel Coen,80200267,Drama,2010-Present
Shane Acker,70113538,Drama,2010-Present
Wash Westmoreland,80244457,Drama,2010-Present
Alessandro Angulo,81196441,Drama,2010-Present
Mauro Scandolari,81162089,Drama,2010-Present
Arjun Jandyala,81217737,Drama,2010-Present
Shashanka Ghosh,81076114,Drama,2010-Present
Naoko Yamada,80093820,Drama,2010-Present
Sergio Pablos,80183187,Drama,2010-Present
Anand Tucker,70124331,Drama,2010-Present
Valli Bindana,81217749,Drama,2010-Present
Nate Adams,80158800,Drama,2010-Present
Makoto Shinkai,70291121,Drama,2010-Present
V C Abhilash,81035105,Drama,2010-Present
Justin G. Dyck,80224054,Drama,2010-Present
Nila Madhab Panda,81038832,Drama,2010-Present
Sameer Vidwans,81035109,Drama,2010-Present
Timo Tjahjanto,81030893,Drama,2010-Present
Nakul Singh Sawhney,81035103,Drama,2010-Present
Nishanth Ravindaran,81035104,Drama,2010-Present
Bill Guttentag,80075824,Drama,2010-Present
Gajendra Ahire,81035108,Drama,2010-Present
Swapna Waghmare Joshi,81035107,Drama,2010-Present
Raymond McGrath,81028556,Drama,2010-Present
Adele K. Thomas,81028574,Drama,2010-Present
Richard Bailey,81028560,Drama,2010-Present
Julien Leclercq,80196044,Drama,2010-Present
Aitor Arregi,80122177,Drama,2010-Present
Remo D'Souza,80136925,Drama,2010-Present
Radhika Rao,70040076,Drama,2010-Present
Volker Weicker,80117532,Drama,2010-Present
Manjeet Singh,70260514,Drama,2010-Present
Oliver Stone,80127995,Drama,2010-Present
Nick Mead,81156627,Drama,2010-Present
Gautier & Leduc,81096745,Drama,2010-Present
Marcus Raboy,80191804,Drama,2010-Present
Timothy Woodward Jr.,80191109,Drama,2010-Present
Lance Bangs,80004534,Drama,2010-Present
Matt Piedmont,70213466,Drama,2010-Present
Erik Matti,80222787,Drama,2010-Present
Christopher Guest,80244848,Drama,2010-Present
John Scheinfeld,80147403,Drama,2010-Present
Rhys Thomas,80058424,Drama,2010-Present
Christopher Storer,81078466,Drama,2010-Present
Jeremy Saulnier,80060034,Drama,2010-Present
Jennifer Baichwal,80205085,Drama,2010-Present
Tom Ford,70117297,Drama,2010-Present
J.M. Berrios,81152923,Drama,2010-Present
Josh Aronson,81171862,Drama,2010-Present
Alain Desrochers,80131563,Drama,2010-Present
Estela Renner,80107990,Drama,2010-Present
Jeff Wadlow,80091658,Drama,2010-Present
Laurent Cantet,80237420,Drama,2010-Present
Shannon Hartman,70174733,Drama,2010-Present
Raúl Campos,80183088,Drama,2010-Present
Natalia Valdebenito,80198018,Drama,2010-Present
Marcelo Galvão,80127990,Drama,2010-Present
Lorene Machado,80134279,Drama,2010-Present
Richard Donner,70044870,Drama,2010-Present
Kevin Reynolds,26597413,Drama,2010-Present
Marina Seresesky,80245356,Drama,2010-Present
Tony Kaye,18002692,Drama,2010-Present
Kenny Leon,81024100,Drama,2010-Present
Peter Segal,60027583,Drama,2010-Present
David Salzberg,80216003,Drama,2010-Present
Daniel Mann,60002033,Drama,2010-Present
Richard Brooks,70046968,Drama,2010-Present
Michael Kampa,81154982,Drama,2010-Present
Harvey Lowry,81063129,Drama,2010-Present
James Dearden,81074542,Drama,2010-Present
Jack Starrett,382650,Drama,2010-Present
Les Mayfield,70044705,Drama,2010-Present
David Lean,449931,Drama,2010-Present
Tarun Mansukhani,81189912,Drama,2010-Present
Jennifer Westcott,80215046,Drama,2010-Present
Robert Clouse,60036838,Drama,2010-Present
Valeria Golino,81179693,Drama,2010-Present
Stuart Baird,485218,Drama,2010-Present
Gregory Hoblit,1192866,Drama,2010-Present
Terry Gilliam,11819434,Drama,2010-Present
Drea Cooper,81050375,Drama,2010-Present
Fred M. Wilcox,516788,Drama,2010-Present
David Silberg,70048968,Drama,2010-Present
Vincente Minnelli,542137,Drama,2010-Present
Robert Altman,60021796,Drama,2010-Present
Mathieu Kassovitz,60031247,Drama,2010-Present
Randal Kleiser,60000577,Drama,2010-Present
Ernie Barbarash,80231468,Drama,2010-Present
Michael A. Nickles,81083786,Drama,2010-Present
Ken Marino,80153894,Drama,2010-Present
Lionel C. Martin,1179333,Drama,2010-Present
Clint Eastwood,70118779,Drama,2010-Present
Joe Boyd,653673,Drama,2010-Present
Jeffrey W. Byrd,70020947,Drama,2010-Present
Scott Stewart,70117305,Drama,2010-Present
Alfonso Arau,701346,Drama,2010-Present
Ellen Weissbrod,70111489,Drama,2010-Present
Michael Anderson,709163,Drama,2010-Present
Stanley Kubrick,709380,Drama,2010-Present
Theodore Witcher,1150871,Drama,2010-Present
Callie Khouri,70082264,Drama,2010-Present
Brett Ratner,1179583,Drama,2010-Present
Gil Kenan,70044595,Drama,2010-Present
Lewis Milestone,60011729,Drama,2010-Present
Jared Hess,70044883,Drama,2010-Present
Gene Quintano,22497725,Drama,2010-Present
Lewis Milestone,60021590,Drama,2010-Present
Charles Stone III,60023638,Drama,2010-Present
Nicholas Ray,70031792,Drama,2010-Present
Sam Mendes,70100383,Drama,2010-Present
Roman Polanski,60002403,Drama,2010-Present
John Dahl,17236920,Drama,2010-Present
Stanley Tong,923574,Drama,2010-Present
Blayne Weaver,81152930,Drama,2010-Present
Billy Bob Thornton,973861,Drama,2010-Present
Sam O'Steen,70058796,Drama,2010-Present
Sam Raimi,70047101,Drama,2010-Present
David Fairhead,81189396,Drama,2010-Present
Adam McKay,70093991,Drama,2010-Present
Gordon Parks,60033247,Drama,2010-Present
Neil Jordan,70060000,Drama,2010-Present
John Stephenson,70295067,Drama,2010-Present
Norman Jewison,70031779,Drama,2010-Present
David Fincher,1178866,Drama,2010-Present
John Dahl,60033312,Drama,2010-Present
Manolo Caro,81030409,Drama,2010-Present
David Michôd,80182016,Drama,2010-Present
Tony Scott,684847,Drama,2010-Present
Marco Bonfanti,81150305,Drama,2010-Present
Lilly Wachowski,20557937,Drama,2010-Present
Lilly Wachowski,60027695,Drama,2010-Present
Lilly Wachowski,60031303,Drama,2010-Present
Everardo González,81170692,Drama,2010-Present
Alan J. Pakula,848915,Drama,2010-Present
Kevin Donovan,60022980,Drama,2010-Present
Charlotte Zwerin,60003961,Drama,2010-Present
Pete Travis,70060005,Drama,2010-Present
Nick Moore,70084791,Drama,2010-Present
Rodrigo Guardiola,81170694,Drama,2010-Present
